rank,lemma,romanization,pos,posExpanded,gloss,example,frequency,dispersion
878,벌다,beolda,v.,verb,"make, earn",그는 돈을 많이 벌었지만 행복하지 않았다. — He earned a lot of money but didn’t feel happy.,185,0.67
879,분위기,bunwigi,n.,noun,atmosphere,사회 분위기가 요즘 어수선하구나. — The social atmosphere is unsettling these days.,185,0.93
880,시민,simin,n.,noun,citizen,시민의 안전이 우선이지 않습니까? — Isn’t the safety of citizens the priority?,185,0.87
881,꺼내다,kkeonaeda,v.,verb,take out,그는 주머니에서 지갑을 꺼냈다. — He took a wallet out of his pocket.,185,0.79
882,가깝다,gakkapda,a.,adjective,close,집이 여기서 가까우세요? — Is your house close to here?,185,0.97
883,어찌,eojji,adv.,adverb,"how, what",점원은 어찌 할 바를 몰랐다. — The employee didn’t know what to do.,184,0.77
884,마리,mari,n.b.,noun (bound),COUNTER (animal),저는 고양이 두 마리가 있어요. — I have two cats.,184,0.8
885,컴퓨터,keompyuteo,n.,noun,computer,컴퓨터가 고장난 것 같아. — The computer seems to be broken.,184,0.85
886,옮기다,omgida,v.,verb,move,사무실을 옆 건물로 옮기려 해요. — I am trying to move the office to the next building.,184,0.99
887,칼,kal,n.,noun,"knife, sword",요리사는 칼을 조심스럽게 씻었다. — The chef washed the knife carefully.,184,0.69
888,과학,gwahak,n.,noun,science,과학 분야의 성장은 실로 대단하다. — The growth of the scientific field is amazing indeed.,184,0.83
889,제대로,jedaero,adv.,adverb,"properly, right",일이 제대로 되길 기도하자. — Let’s pray that the work is done right.,184,0.95
890,항상,hangsang,adv.,adverb,always,서연이는 항상 웃는다. — Seoyeon always smiles.,183,0.81
891,도시,dosi,n.,noun,city,도시 전체가 축제 분위기였어. — The whole city was in a festive mood.,183,0.95
892,마찬가지,machangaji,n.,noun,same,"섭섭함은 나도 마찬가지야. — As for being disappointed, I feel the same.",183,0.98
893,논,non,n.,noun,rice paddy,논에는 벼가 황금빛으로 빛납니다. — The rice glitters like gold in the rice paddy.,183,0.46
894,담다,damda,v.,verb,"wall, fence",우린 담을 넘어 도망쳤다. — We crossed over the fence and ran away.,183,0.9
895,금,geum,n.,noun,gold,여자는 금으로 된 목걸이를 샀어. — The woman bought a necklace made of gold.,183,0.72
896,세기,segi,n.,noun,century,그는 20세기를 대표하는 예술가였지. — He was an artist representing the twentieth century.,182,0.82
897,국회,gukhwe,n.,noun,"congress, national assembly",국회에서 소동이 있었다. — There was some fuss in the National Assembly.,181,0.73
898,경찰,gyeongchal,n.,noun,police,경찰이 밖에서 지키고 있어. — The police are guarding outside.,181,0.89
899,질,jil,n.,noun,quality,양보다는 질이 중요해요. — Quality is more important than quantity.,181,0.52
900,수준,sujun,n.,noun,"level, standard",이 정도 수준이면 전문가 솜씨인데요. — This level of work comes from a skilled expert.,181,0.83
901,짓,jit,n.,noun,"behavior, act, deed",난 어리석은 짓을 후회한다. — I regret my stupidity.,181,0.74
902,편지,pyeonji,n.,noun,letter,편지를 직접 써서 전하는 일이 거의 없군요. — It is rare to write a letter by hand and deliver it in person.,180,0.87
903,잖아,jana,e.,"ending, connective, final","FINAL, EMPHASIS",내가 이렇게 왔잖아. — I came like this.,180,0.28
904,수,s.,n.,noun,number,사람 수를 세어 보세요. — Count the number of people.,180,0.93
905,방식,bangsik,n.,noun,"way, method",그들은 자기 방식대로 요리를 했다. — They cooked it their own way.,180,0.86
906,음식,eumsik,n.,noun,food,음식이 다 준비됐나요? — Is the food all ready?,180,0.89
907,들이다,deurida,v.,verb,spend; let … in,나는 그 일에 많은 시간과 노력을 들였다. — I put s. much time and effort into that task.,180,0.77
908,아름답다,areumdapda,a.,adjective,beautiful,가을 풍경이 너무 아름답습니다. — The fall scenery is s. beautiful.,180,0.98
909,래/으래,rae/eurae,e.,"ending, connective, final","FINAL, QUOT.",선생님이 나보고 여기 있으래. — The teacher told me to stay here.,180,0.25
910,절,jeol,n.,noun,Buddhist temple,한국 산에는 절이 많네요. — There are many Buddhist temples in the Korean mountains.,179,0.52
911,행위,haengwi,n.,noun,behavior,이건 옳지 못한 행위라는 걸 모르니? — Don’t you know that this behavior is wrong?,179,0.89
912,삼십,samsip,num.,number,thirty,삼촌은 삼십이 넘었어. — My uncle is over thirty.,178,0.32
913,개인,gaein,n.,noun,"individual, private",개인의 의사를 존중해 주어야 합니다. — We need to respect individual opinions.,178,0.89
914,조금,jogeum,n.,noun,"little, some",조금이라도 여유가 있으면 좋겠는데. — I hope there is a little room.,178,0.95
915,뜨다,tteuda,v.,verb,open (one’s eyes),나는 눈을 뜰 수가 없었어. — I couldn’t open my eyes.,178,0.72
916,네,ne,pron.,pronoun,"your, POSSESSIVE",네 동생은 어디 있니? — Where is your younger sibling?,177,0.71
917,약,yak,n.,noun,"medicine, drug","배가 아파서 약을 먹어야겠어요. — Because I have a stomachache, I will take some medicine for it.",177,0.7
918,전부,jeonbu,adv.,adverb,"entirely, all",남은 걸 제가 전부 먹었거든요. — I had eaten all of the leftovers.,177,0.29
919,주장하다,jujanghada,v.,verb,"argue, claim",상대방은 자신이 옳다고 주장했어. — The other party claimed that she was right.,177,0.83
920,동,dong,n.,noun,"district, town",우리 동에서는 많은 행사들이 열린다. — Many events are held in our district.,177,0.77
921,잊다,itda,v.,verb,forget,괴로운 기억은 모두 잊으세요. — Forget all the torturous memories.,176,0.89
922,쉬다,swida,v.,verb,"rest, relax",집에서 쉬었어요. — I rested at home.,176,0.76
923,구하다,guhada,v.,verb,"seek, search for, obtain",지훈은 가족이 묵을 숙소을 구하고 있다. — Jihun is searching for accommodation for his family.,176,0.86
924,대회,daehoe,n.,noun,"competition, rally",이번 대회 우승을 목표로 하고 있습니다. — My target is to win this competition.,176,0.63
925,사랑하다,saranghada,v.,verb,love,소녀는 가수를 사랑했던 거지. — The girl loved the singer.,176,0.95
926,던지다,deonjida,v.,verb,throw,내가 공을 멀리 던졌어. — I threw the ball far.,176,0.92
927,시기,sigi,n.,noun,"time, time period",5월은 꽃이 가장 아름다운 시기야. — May is the time when flowers are the most beautiful.,175,0.87
928,마치,machi,adv.,adverb,"like, as if",이건 마치 내가 문제를 일으킨 사람 같잖아. — It’s as if I triggered the problem.,175,0.96
929,지나가다,jinagada,v.,verb,pass by,힘든 순간도 언젠가는 지나가는 거야. — Even a tough moment will pass at some point.,175,0.82
930,자면,jamyeon,e.,"ending, connective, final","CONNECTIVE, CONDITION","저 가수로 말하자면 목소리가 정말 아름다워요. — Speaking about that singer, her voice is really gorgeous.",175,0.82
931,저,jeo,exc.,exclamative,"well, um","저, 혹시 시간 있으십니까? — Well, do you have time?",175,0.19
932,은행,eunhaeng,n.,noun,bank,사거리 구석에 은행이 하나 있죠. — There is a bank at the corner of the four-way intersection.,175,0.72
933,금융,geumnyung,n.,noun,"finance, banking",현우는 금융 기관에 취직했을 걸. — Hyunwu may have had a job at a finance institution.,175,0.59
934,혹은,hogeun,adv.,adverb,or,행복 혹은 불행을 결정하는 건 나 자신이지. — I am the one who decides to be happy or unhappy.,174,0.88
935,심하다,simhada,a.,adjective,"heavy, severe, harsh","두통이 심해서 약을 먹었거든. — I had a severe headache, s. I took some medicine.",174,0.93
936,표현,pyohyeon,n.,noun,expression,그런 표현은 너무 저속하지 않니? — Isn’t that expression too vulgar?,174,0.86
937,애기,aegi,n.,noun,baby,애기가 너무 예쁘네요. — The baby is s. pretty.,173,0.24
938,다가,daga,p.sub.,subsidiary particle,"at, on",어디다가 열쇠를 놓았습니까? — Where did you put your keys?,173,0.41
939,대다,daeda,aux.,auxiliary predicate,"AUX, do a lot",아이는 쉬지 않고 노래를 해 댔다. — The child sang a song without stopping.,172,0.83
940,기,gi,n.,noun,"spirit, energy",우주의 기는 인간의 몸에 영향을 미친다. — The energy of the universe affects the human body.,172,0.71
941,시절,sijeol,n.,noun,"days, years",어린 시절의 제 모습을 기억하시나요? — Do you remember what I looked like when I was young?,172,0.97
942,정하다,jeonghada,v.,verb,decide,원칙은 누가 정했습니까? — Who decided on that principle?,172,0.9
943,오래,orae,adv.,adverb,"long, for a long time",오래 기다리시게 해서 정말 죄송합니다. — I’m awfully sorry for making you wait s. long.,172,0.84
944,아야지/어야지/여야지,ayaji/eoyaji/yeoyaji,e.,"ending, connective, final","FINAL, should","밥 먹고 어서 커야지. — Eat the meal, and you should grow.",172,0.5
945,싸다,ssada,v.,verb,wrap (up),서연은 선물을 예쁘게 쌌다. — Seoyeon wrapped a gift nicely.,172,0.51
946,아저씨,ajeossi,n.,noun,middle-aged man; uncle,어떤 아저씨가 그렇게 말했다. — Some middle-aged man said so.,172,0.7
947,최고,choego,n.,noun,"best, top",우리 딸이 최고네! — Our daughter is the best!,171,0.81
948,일으키다,ireukida,v.,verb,"raise, pick up, trigger",우리 문제를 일으키지 말자. — Let’s not trigger a problem.,171,1.0
949,자유,jayu,n.,noun,freedom,그들은 자유를 찾아 국경을 넘는다. — They crossed the border looking for freedom.,171,0.93
950,자연,jayeon,n.,noun,nature,자연의 법칙에 따라야지요. — We should follow the laws of nature.,171,0.88
951,얘,yae,pron.,pronoun,"this kid, hey, you","얘, 너 어디 가? — Hey, where are you going?",171,0.24
952,늦다,neutda,a.,adjective,"late, fall behind",늦어서 죄송합니다. — I am sorry I am late.,171,0.83
953,상,sang,n.,noun,"award, prize",지민이가 상을 받을 거예요. — Jimin will get an award.,171,0.8
954,만약,manyak,n.,noun,"if, in case","내가 만약 그라면 어떻게 행동을 했을까? — If I were him, what would I do?",170,0.79
955,알려지다,allyeojida,v.,verb,be known,그 예술가는 세상에 별로 알려지지 않았거든. — The artist was not that well known to the world.,170,0.79
956,칠,chil,num.,number,seven,칠 분 정도 기다렸다가 다시 전화를 했거든. — I called again after waiting about seven minutes.,170,0.32
957,일하다,ilhada,v.,verb,work,열심히 일하는 사람은 언제나 아름답습니다. — A hard-working person is always beautiful.,170,0.93
958,내려가다,naeryeogada,v.,verb,"go down, descend",제가 계단을 내려가고 있었어요. — I was going down the stairway.,170,0.77
959,때리다,ttaerida,v.,verb,"hit, smack",나는 동생을 때렸어요. — I hit my younger sibling.,169,0.58
960,시험,siheom,n.,noun,"exam, test",시험은 상당히 어려웠어. — The exam was quite difficult.,169,0.77
961,조직,jojik,n.,noun,organization,그는 조직을 이끄는 지위에 있었다. — He is in a position of leadership in the organization.,169,0.92
962,가치,gachi,n.,noun,value,물건의 값이 아니라 가치가 중요한 거지. — It’s not how much something costs but its value that is important.,169,0.88
963,값,gap,n.,noun,price,값이 얼마인지 아세요? — Do you know what the price is?,169,0.89
964,오후,ohu,n.,noun,afternoon,아이가 오후 늦게야 집에 오거든요. — The child comes back home late in the afternoon.,169,0.77
965,방송,bangsong,n.,noun,broadcasting,모두가 방송을 봤지 — Everyone watched the broadcasting.,169,0.83
966,키,ki,n.,noun,height,민준이는 저보다 키가 훨씬 커요. — Minjun is much taller than me.,168,0.76
967,변하다,byeonhada,v.,verb,change,사람이 어떻게 그렇게 변했지? — How did a person change like that?,168,0.96
968,결혼,gyeolhon,n.,noun,marriage,누구나 완벽한 결혼을 꿈꾸지는 않아. — Not everyone dreams of the perfect marriage.,168,0.91
969,맛,mat,n.,noun,taste,나는 그 맛을 잊을 수 없어. — I cannot forget that taste.,168,0.87
970,설명하다,seolmyeonghada,v.,verb,explain,알아듣게 설명해 봐. — Explain it s. that I can understand.,168,0.95
971,차다,chada,v.,verb,"be full, be filled with",강당에 사람들이 가득 찼어요. — The auditorium is filled with people.,168,0.86
972,장사,jangsa,n.,noun,"business, commerce",지훈이는 장사를 해 보려고도 했지. — Jihun tried to run a business.,167,0.51
973,기회,gihoe,n.,noun,"opportunity, chance",기회 평등이 중요한 겁니다. — It is equal opportunity that matters.,167,0.96
974,모두,modu,n.,noun,"all, everyone",모두 어디 가니? — Where is everyone going?,167,0.99
975,할아버지,harabeoji,n.,noun,grandfather,할아버지 얼굴이 기억나지 않아. — I cannot remember my grandfather’s face.,166,0.77
976,배,bae,n.,noun,"double, multiple times; COUNTER (times)",여기 땅값은 다른 데보다 열 배나 높아요. — The land prices here are ten times higher than in other areas.,166,0.87
977,듯이,deusi,n.b.,noun (bound),"like, as, as … as",나는 미친 듯이 뛰어다녔다구. — I was running around as if I had gone crazy.,166,0.81
978,팀,tim,n.,noun,team,우리 팀이 기획안을 올릴 예정이야. — Our team is supposed to provide a project proposal.,166,0.6
979,동시,dongsi,n.,noun,same time,그들은 동시에 나를 쳐다보았다. — They stared at me at the same time.,165,0.96
980,물건,mulgeon,n.,noun,"thing, item",민서가 물건을 찾고 있습니다. — Minseo is looking for that thing.,165,0.89
981,분야,bunya,n.,noun,"field, area",그는 물리학 분야의 전문가이다. — He is the expert in the field of physics.,165,0.82
982,개념,gaenyeom,n.,noun,concept,난 그 단어의 개념을 아직 잘 모르겠어. — I still don’t know the concept of the word well.,165,0.79
983,차례,charye,n.,noun,"turn, order",내 차례가 오면 말해 줘. — Let me know when my turn comes.,165,0.94
984,비하다,bihada,v.,verb,compare,"너에 비하면 난 아무것도 아니야. — Compared to you, I am nothing.",165,0.92
985,어찌하다,eojjihada,v.,verb,do how,난 어찌할 바를 몰랐어. — I didn’t know what to do.,165,0.67
986,ㄴ데요/은데요,ndeyo/eundeyo,e.,"ending, connective, final",FINAL (POLITE),저는 이미 배가 부른데요. — I am already full.,164,0.4
987,개,gae,n.,noun,"dog, canine",아파트 주변에 개가 많이 있다. — There are many dogs near the apartment complex.,164,0.69
988,구체적,guchejeok,n.,noun,"concrete, specific",구체적 계획을 말해 봐. — Talk about the specific plan.,163,0.89
989,이날,inal,n.,noun,"this day, today",이날까지 아무 불평없이 일해 왔거든. — I have worked without any complaints till today.,163,0.4
990,집단,jipdan,n.,noun,group,그들은 집단으로 소송을 준비 중이랍니다. — They are in preparation for litigation as a group.,163,0.87
991,떨다,tteolda,v.,verb,"shake, tremble",아이는 추위에 떨고 있었어. — The child was shivering in the cold.,163,0.78
992,언제,eonje,adv.,adverb,when,언제 한국에 가실 예정이세요? — When are you planning to go to Korea?,163,0.72
993,지니다,jinida,v.,verb,"have, possess, carry",새로 뽑은 직원은 성실한 태도를 지녔어요. — The newly hired employee has a sincere attitude.,163,0.88
994,비다,bida,v.,verb,"empty, vacant",집이 비어 있어요. — The house is empty.,163,0.84
995,고기,gogi,n.,noun,meat,오빠는 고기를 좋아해. — My older brother likes meat.,163,0.67
996,회,hoe,n.b.,noun (bound),COUNTER (times),이 드라마는 몇 회에 끝나요? — In how many episodes will this drama end?,163,0.76
997,책임,chaegim,n.,noun,responsibility,아무도 그 책임을 지려는 이가 없었다. — There was nobody who would take responsibility.,162,0.93
998,고향,gohyang,n.,noun,hometown,고향에 돌아오니 정말 좋구나. — It is really good to be back in my hometown.,162,0.96
999,가정,gajeong,n.,noun,"family, home",그는 좋은 가정에서 자란 듯합니다. — He looks as if he grew up in a good family.,162,0.92
1000,피하다,pihada,v.,verb,avoid,어머니 잔소리를 피해서 집을 나왔지. — I left home to avoid my mother’s nagging.,162,0.96
